"CÓDIGO DO
IBGE";MUNICÍPIO;UF;NOME DA UNIDADE;ENDEREÇO ;RESPONSÁVEL
530010;BRASÍLIA;DF;Juizado de Violência Doméstica e Familiar Contra a Mulher - Núcleo Bandeirante ;"Avenida Contorno, Área Especial 13 
Núcleo Bandeirante 
";Estadual
530010;BRASÍLIA;DF;Juizado de Violência Doméstica e Familiar Contra a Mulher - Planaltina;Edificio Fórum ,Avenida W/L2 , Setor Administrativo - Sala 75 ALTERAR: (82) , Lote 420 - Referência : Fórum de Planaltina ;Estadual
530010;BRASÍLIA;DF;2º Juizado Especial Cível e Criminal e 2º Juizado de Violência Doméstica e Familiar Contra a Mulher - Paranoá ;Quadra 3 - Área Especial,Lote 02 - Fórum do Paranoá  ;Estadual
530010;BRASÍLIA;DF;2º Juizado de Violência Doméstica e Familiar Contra a Mulher - Ceilândia ;QNM 11 Área Especial 01, Sala 233 ;Estadual
320130;CARIACICA;ES;5ª Vara Criminal Especializada em Violência Doméstica e Familiar Contra a Mulher - Cariacica;Rua São João Batista, nº 1000 - Referência: Fórum Doutor Américo Ribeiro Coelho;Estadual
320520;VILA VELHA;ES;5ª Vara Criminal Especializada em Violência Doméstica e Familiar Contra a Mulher - Vila Velha ;Rua Doutor Annor da Silva, s/nº;Estadual
320500;SERRA;ES;6ª Vara Criminal Especializada em Violência Doméstica - Serra;Avenida Getúlio Vargas, nº 250 - Referência: Prédio do Fórum;Estadual
320530;VITÓRIA;ES;11ª Vara Criminal Especializada em Violência Doméstica e Familiar Contra a Mulher - Vitória;Avenida Maruípe, nº 2544, Bloco A, 3º Piso;Estadual
520870;GOIÂNIA;GO;1º Juizado Especial de Violência Doméstica e Familiar Contra a Mulher - Goiânia  ;Rua 72, Quadra C-15/19 - 2º Andar, Sala 204;Estadual
520870;GOIÂNIA;GO;2º Juizado Especial de Violência Doméstica e Familiar Contra a Mulher - Goiânia;Rua 19, Quadra 08, Lote 06 6º andar Anexo 1.;Estadual
521880;RIO VERDE;GO;Juizados de Violência Doméstica e Familiar contra à Mulher - Rio Verde;Avenida universitaria QD 07 lote 12 Residencial Tocantins 75909-468;Estadual
210530;IMPERATRIZ;MA;Vara Especial de Violência Doméstica e Familiar Contra a Mulher – Imperatriz;"Rua Frei Manuel Procópio, nº 51  
Anexo ao Fórum Ministro Henrique de La Roque Almeida";Estadual
211130;SÃO LUÍS;MA;Vara Especializada de Violência Doméstica e Familiar Contra a Mulher - São Luís;"Avenida Professor Carlos Cunha, s/nº
Complemento: 5º andar, ala 4
Referencia: Fórum Desembargador Sarney Costa";Estadual
211220;TIMON;MA;3ª Vara Criminal da Comarca Timon;Rua Doutora Elizete de Oliveira Farias, s/nº;Estadual
310620;BELO HORIZONTE;MG;13ª Vara Criminal Especializada nos Crimes de Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte ;Avenida Olegário Maciel, nº 600, 2º andar ;Estadual
310620;BELO HORIZONTE;MG;14ª Vara Criminal Especializada nos Crimes de Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte ;Avenida Olegário Maciel, nº 600 - 3º Andar;Estadual
310620;BELO HORIZONTE;MG;15ª Vara Criminal Especializada nos Crimes de Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte;Avenida Olegário Maciel, nº 600,1º andar ;Estadual
500270;CAMPO GRANDE;MS;1ª Vara de Violência Doméstica e Familiar Contra a Mulher - Campo Grande ;Rua da Paz, nº 14 - Bloco 1 ;Estadual
500270;CAMPO GRANDE;MS;2ª Vara da Violência Doméstica e Familiar Contra a Mulher - Campo Grande ;Rua da Paz, nº 14, Bloco 3, 1º Andar ;Estadual
510340;CUIABÁ;MT;1ª Vara Especializada de Violência Doméstica e Familiar Contra a Mulher - Cuiabá;Rua Desembargador Milton Figueiredo Ferreira Mendes, s/nº, Setor D;Estadual
510840;VÁRZEA GRANDE;MT;Vara Especializada de Violência Doméstica e Familiar contra a Mulher - Várzea Grande;Avenida Castelo Branco, s/nº;Estadual
510340;CUIABÁ;MT;2ª Vara Especializada de Violência Doméstica e Familiar Contra a Mulher - Cuiabá;Rua Desembargador Milton Figueiredo Ferreira Mendes, s/nº, Setor D;Estadual
510760;RONDONÓPOLIS;MT;Vara Especializada de Violência Doméstica e Familiar contra a Mulher - Rondonópolis;Rua Rio Branco, nº 2299;Estadual
150140;BELÉM;PA;1ª Vara do Juizado de Violência Doméstica e Familiar Contra a Mulher - Belém;Rua Tomázia Perdigão, nº 310         Referência: Fórum Criminal;Estadual
150140;BELÉM;PA;2ª Vara do Juizado de Violência Doméstica e Familiar Contra a Mulher - Belém;Rua Tomázia Perdigão, nº 240 – Complemento: Fórum Criminal Anexo III;Estadual
150140;BELÉM;PA;3ª Vara do Juizado de Violência Doméstica e Familiar contra a Mulher - Belém;Rua Tomázia Perdigão, nº 310 – Complemento: 1º Andar do Prédio Principal;Estadual
150060;ALTAMIRA;PA;Vara de Juizado de Violência Doméstica e Familiar contra a Mulher - Altamira;"Avenida Brigadeiro Eduardo Gomes, nº 1651 
Referência: Fórum Desembargador José Amazonas Pantoja";Estadual
150680;SANTARÉM;PA;Vara do Juizado de Violência Doméstica e Familiar contra a Mulher - Santarém;Avenida Mendonça Furtado, s/nº;Estadual
150420;MARABÁ;PA;Vara de Violência Doméstica e Familiar contra a Mulher - Marabá  ;Rodovia Transamazônica, s/nº;Estadual
150080;ANANINDEUA;PA;11ª Vara Penal - Ananindeua  ;Avenida Cláudio Sanders, nº 193;Estadual
250400;CAMPINA GRANDE;PB;Juizado de Violência Doméstica e Familiar Contra a Mulher - Campina Grande;Rua Carlos Chagas, nº 47;Estadual
250750;JOÃO PESSOA;PB;Juizado de Violência Doméstica e Familiar Contra a Mulher - João Pessoa;Rua Visconde de Pelotas, s/nº;Estadual
260345;CAMARAGIBE;PE; Vara de Violência Doméstica e Familiar Contra a Mulher - Camaragibe;Avenida Doutor Belminio Correia, nº 144;Estadual
260960;OLINDA;PE;Vara de Violência Doméstica e Familiar Contra a Mulher - Olinda    ;"Avenida Carlos de Lima Cavalcante, 
nº 1197";Estadual
261160;RECIFE;PE;2ª Vara de Violência Doméstica e Familiar Contra à Mulher - Recife;Rua Dom Manoel Pereira, nº 170;Estadual
260790;JABOATÃO DOS GUARARAPES;PE;Vara de Violência Doméstica e Familiar Contra a Mulher - Jaboatão dos Guararapes   ;Rua Rosângela Carneiro da Cunha Wanderlei, nº 173 ;Estadual
261160;RECIFE;PE;1ª Vara de Violência Doméstica e Familiar Contra a Mulher da Capital;Rua Dom Manoel Pereira, nº 170 ;Estadual
260290;CABO DE SANTO AGOSTINHO;PE;Vara de Violência Doméstica e Familiar Contra a Mulher - Cabo de Santo Agostinho;Rua Doutor Manoel Clementino Cavalcanti, nº 96 ;Estadual
221100;TERESINA;PI;Juizado de Violência Doméstica e Familiar Contra a Mulher - 5ª Vara Criminal - Teresina  ;Rua Governador Tibério Nunes s/nº  Prédio Fórum Desembargador Joaquim Sousa Neto - Referência: Frente a Sede do Palácio da Justiça Centro Civico;Estadual
410480;CASCAVEL;PR;"Juizado de Violência Doméstica e Familiar Conta a Mulher, Vara de Crimes Contra Crianças, Adolescentes e Idosos e de Execução de Penas e Medidas 
Alternativas - Cascavel";Avenida Tancredo Neves, n° 2320;Estadual
410690;CURITIBA;PR;Juizado de Violência Doméstica e Familiar Contra a Mulher - Curitiba;Avenida João Gualberto, nº 1073;Estadual
411370;LONDRINA;PR;Juizado de Violência Doméstica e Familiar Contra a Mulher e Vara de Crimes Contra Crianças, Adolescentes e Idosos - Londrina;Avenida Duque de Caxias, nº 689 - Complemento: 3º Andar do Prédio Anexo;Estadual
411520;MARINGÁ;PR;5ª Vara Criminal -  Juizado da Violência Doméstica e Familiar contra a Mulher - Maringá;Avenida cerro Azul nº 245, térreo;Estadual
411990;PONTA GROSSA;PR;Juizado de Violência Doméstica e Familiar Contra a Mulher, Vara de Crimes Contra Crianças, Adolescentes e Idosos e de Execução de Penas e Medidas Alternativas - Ponta Grossa;Rua Leopoldo Guimarães da Cunha, nº 590;Estadual
330455;RIO DE JANEIRO;RJ;1º Juizado de Violência Doméstica e Familiar Contra a Mulher - Rio de Janeiro;Avenida Erasmo Braga, 115 Lamina 2 Sala 1206  - Referência : dentro do  Fórum Central ;Estadual
330455;RIO DE JANEIRO;RJ;2º Juizado de Violência Doméstica e Familiar - Campo Grande - Rio de Janeiro ;Rua Carlos da Silva Costa, nº 141, Bloco 3 - Referência: Fórum de Campo Grande ;Estadual
330455;RIO DE JANEIRO;RJ;6º Juizado de Violência Doméstica e Familiar contra a Mulher - Olaria - Rio de Janeiro;Rua Filomena Nunes, nº 1071 - Bairro: Olaria - Referência: Fórum Regional da Leopoldina;Estadual
330510;SÃO JOÃO DE MERITI;RJ;Juizado de Violência Doméstica e Familiar contra a Mulher - São João do Meriti ;Rua Defensor Público Zilmar Duboc Pinaud, s/nº, 4º Andar - Referência: Anexo ao Fórum ;Estadual
330350;NOVA IGUAÇU;RJ;Juizado da Violência Doméstica e Familiar contra a Mulher - Nova Iguaçu;Rua Coronel Bernardino de Melo, s/nº, 3º Andar - Anexo ao Fórum  ;Estadual
330190;ITABORAÍ;RJ;Juizado da Violência Doméstica e Familiar Contra a Mulher e Especial Adjunto Criminal - Itaborai ;Avenida Prefeito Álvaro de Carvalho Junior, nº 732, Sala 119 - Referência: Fórum de Itaboraí;Estadual
330170;DUQUE DE CAXIAS;RJ;Juizado da Violência Doméstica e Familiar Contra a Mulher - Duque de Caxias ;Rua General Dionísio, nº 764, 3º Andar, Sala 309 - Referência: Prédio anexo ao Fórum ;Estadual
330330;NITERÓI;RJ;Juizado de Violência Doméstica e Familiar Contra a Mulher – Niterói ;Rua Coronel Gomes Machado, s/nº, 9º Andar - Referência: Fórum de Niterói ;Estadual
330490;SÃO GONÇALO;RJ;Juizado de Violência Doméstica e Familiar contra a Mulher - São Gonçalo ;Rua Osório da Costa s/n ;Estadual
330100;CAMPOS DOS GOYTACAZES;RJ;Juizado de Violência Doméstica e Familiar Contra a Mulher e Especial Criminal - Campos dos Goytacazes ;Avenida 15 de Novembro, nº 289 - Bairro: Centro - Referência: Fórum da Comarca de Campos dos Goytacazes;Estadual
330630;VOLTA REDONDA;RJ;Juizado de Violência Doméstica e Familiar contra a Mulher e Especial Criminal - Volta Redonda;Rua Desembargador Ellis Hernidyo Figueira, 3º andar ;Estadual
330455;RIO DE JANEIRO;RJ;3º Juizado de Violência Doméstica e Familiar contra a Mulher - Jacarepaguá - Rio de Janeiro ;Rua Professora Francisca Piragibe, nº 80, Sala 202, 2º Andar ;Estadual
330360;PARACAMBI;RJ;Juizado da Violência Doméstica e Familiar Contra a Mulher e Especial Adjunto Criminal - Paracambi ;Rua Alberto Leal Cardoso, nº 92, 2º Andar ;Estadual
240810;NATAL;RN;Juizado de Violência Doméstica e Familiar Contra a Mulher - Natal ;Rua Doutor Lauro Pinto, nº 346, Edifício Milênio – 3º Andar;Estadual
240325;PARNAMIRIM;RN;Juizado de Violência Doméstica e Familiar Contra a Mulher - Parnamirim ;Rua Aspirante Santos, nº 239;Estadual
240800;MOSSORÓ;RN;Juizado de Violência Doméstica e Familiar Contra a Mulher - Comarca de Mossoró ;"Rua Alameda das Carnaubeiras, nº 355
Referência : Fórum Doutor Silveira Martins (Complexo Judiciário) ";Estadual
110020;PORTO VELHO;RO;Juizado de Violência Doméstica e Familiar Contra a Mulher - Porto Velho;"Rua Rogério Weber, nº 1872
Referência: Fórum Juíza Sandra Nascimento";Estadual
140010;BOA VISTA;RR;1º Juizado Especializado de Violência Doméstica e Familiar Contra a Mulher - Boa Vista;Rua TP 2 , nº 30;Estadual
431490;PORTO ALEGRE;RS;1° Juizado da Violência Doméstica e Familiar – Porto Alegre;Rua Márcio Veras Vidor, n° 10, 5º Andar - Sala 501 - Fórum Central;Estadual
431490;PORTO ALEGRE;RS;"                                                                                                                                                                                                          
2º Juizado da Violência Doméstica e Familiar - Porto Alegre";Rua Márcio Veras Vidor, nº 10, sala 518;Estadual
420420;CHAPECÓ;SC;Juizado Especial Criminal e de Violência Doméstica e Familiar Contra a Mulher - Chapecó;Rua Augusta Müller Bohner, nº 300-D;Estadual
420540;FLORIANÓPOLIS;SC;Juizado da Violência Doméstica e Familiar contra a Mulher - Florianópolis;Avenida Gustavo Richard, nº 434. Referência: Fórum de Florianópolis;Estadual
421870;TUBARÃO;SC;Juizado Especial Criminal e de Violência Doméstica e Familiar - Tubarão;Rua Venceslau Braz, nº 560;Estadual
280030;ARACAJU;SE;Juizado de Violência Doméstica e Familiar Contra à Mulher - Aracaju ;Avenida Tancredo Neves, s/nº - Referência: No Fórum Gumercindo Bessa no Centro Administrativo de Aracaju;Estadual
355030;SÃO PAULO;SP;Vara da Região Norte de Violência Doméstica e Familiar Contra a Mulher Fórum Regional I de Santana - São Paulo;Avenida Engenheiro Caetano Álvares, nº 594, 3º Andar, Sala 365 ;Estadual
355030;SÃO PAULO;SP;Vara da Região Sul 1 de Violência Doméstica e Familiar Contra Mulher - Fórum Regional IX Vila Prudente - São Paulo;Avenida Sapopenba nº 3740 - Complemento: Sala 05;Estadual
355030;SÃO PAULO;SP;Vara Regional Leste 2 de Violência Doméstica e Familiar contra a Mulher do Fórum Regional V de São Miguel Paulista - São Paulo;Avenida Afonso Lopes de Baião, nº 1736 - 1º Andar - Complemento: Sala 134 (Zona Leste 2);Estadual
355030;SÃO PAULO;SP;Vara Sul 2 de Violência Doméstica e Familiar Contra a Mulher - São Paulo ;Avenida Coriseu de Azevedo Marques, nº 150 ;Estadual
355030;SÃO PAULO;SP;Vara da Região Leste 1 de Violência Doméstica e Familiar do Fórum Regional - Penha de França - São Paulo;Rua Doutor João Ribeiro, nº 433 (Zona Leste 1) - Complemento: 7º Andar, Sala 718 ;Estadual
355030;SÃO PAULO;SP;Juizado de Violência Doméstica e Familiar Contra Mulher - São Paulo;Avenida Doutor Abraão Ribeiro, nº 313, Rua 06 - 1º Andar, Sala 1550;Estadual
355030;SÃO PAULO;SP;Vara da Região Oeste de Violência Doméstica e Familiar Contra a Mulher - Butantã - São Paulo;Avenida Corifeu de Azevedo Marques, nº 148 / 150, 1º Andar, Sala 117;Estadual
170210;ARAGUARINA;TO;Vara Especializada no Combate à Violência Doméstica e Familiar Contra a Mulher - Araguaína;Rua Caracas, n° 400 “A”;Estadual
170950;GURUPI;TO;Vara Especializada de Combate à Violência Doméstica e Familiar Contra a Mulher - Gurupi;Rua Senador Pedro Ludovico, n° 1462;Estadual
172100;PALMAS;TO;Vara Especializada de Combate a Violência Doméstica e Familiar Contra à Mulher - Palmas;Avenida Teotônio Segurado, s/nº - Quadra 602 Sul  Referência : Prédio do Fórum Marques São João da Palma;Estadual
120040;RIO BRANCO;AC;13ª Promotoria de Justiça Especializada no Combate a Violência Doméstica e Familiar contra a Mulher - Rio Branco;Travessa Campo do Rio Branco, nº 162;Estadual
120020;CRUZEIRO DO SUL;AC;Núcleo de Combate a Violência Doméstica e Familiar Contra a Mulher - Cruzeiro do Sul ;Rua Siqueira Campos, nº 356 Referência: Próximo ao Posto de Saúde;Estadual
270430;MACEIÓ;AL;Núcleo de Defesa da Mulher do Ministério Público do Estado de Alagoas (NUDEMP) - Maceió;Rua Augusto Cardoso s/nº;Estadual
160030;MACAPÁ;AP;Promotoria de Justiça de Defesa da Mulher - Macapá;Avenida Padre Júlio Maria Lombardi, n° 1570;Estadual
160060;SANTANA;AP;Promotoria de Justiça de Defesa da Mulher - Santana;Rua B1, nº 40;Estadual
292740;SALVADOR;BA;Promotoria de Justiça de Combate a Violência Doméstica - Salvador;Rua Conselheiro Espínola, nº 77;Estadual
292740;SALVADOR;BA;Grupo de Atuação Especial em Defesa da Mulher (GEDEM) - Salvador ;Rua Arquimedes Gonçalves, nº 142;Estadual
231290;SOBRAL;CE;Núcleo de Gênero Pró-Mulher - Sobral ;Rua Vila Soares, nº 1064 - Referência: em frente à comunidade Shalom, ao lado da tia Edite ;Estadual
230730;JUAZEIRO DO NORTE;CE;Promotoria de Combate a Violência Doméstica e Familiar Contra a Mulher - Juazeiro do Norte ;Rua Manoel Miguel dos Santos, nº 130 ;Estadual
230440;FORTALEZA;CE;Promotoria de Justiça de Defesa da Mulher - Fortaleza  ;Rua Waldery Uchoa, nº 260 ;Estadual
230440;FORTALEZA;CE;Núcleo de Gênero Pró-Mulher - Fortaleza  ;Rua Waldery Uchoa, nº 260 - Referência: em frente à Telesoft ;Estadual
230730;JUAZEIRO DO NORTE;CE;Núcleo de Gênero Pró-Mulher - Juazeiro do Norte ;Rua Sargento José Marcolino Brasileiro, nº 569;Estadual
530010;BRASÍLIA;DF;Núcleo de Gênero Pró-Mulher do Ministério Público do Distrito Federal e Territórios - Brasília;Eixo Monumental, Praça do Buriti, Lote 2, 1º Andar, Sala  144 - Referência: Edifício Sede do MPDFT ;Estadual
530010;BRASÍLIA;DF;1ª Promotoria de Justiça de Violência Doméstica e Familiar de Brasília;SMAS (Setor de Múltiplas Atividades Sul) Trecho 3, Lotes 4/6, Bloco 4, 2º andar, Brasília-DF;Estadual
530010;BRASÍLIA;DF;2ª  Promotoria de Justiça de Violência Doméstica e Familiar de Brasília;SMAS (Setor de Múltiplas Atividades Sul) Trecho 3, Lotes 4/6, Bloco 4, 2º andar, Brasília-DF;Estadual
530010;BRASÍLIA;DF; 3ª Promotoria de Justiça de Violência Doméstica e Familiar de Brasília;SMAS (Setor de Múltiplas Atividades Sul) Trecho 3, Lotes 4/6, Bloco 4, 2º andar, Brasília-DF;Estadual
530010;BRASÍLIA;DF;4ª  Promotoria de Justiça de Violência Doméstica e Familiar de Brasília;SMAS (Setor de Múltiplas Atividades Sul) Trecho 3, Lotes 4/6, Bloco 4, 2º andar, Brasília-DF;Estadual
530010;BRASÍLIA;DF;5ª Promotoria de Justiça de Violência Doméstica e Familiar de Brasília;SMAS (Setor de Múltiplas Atividades Sul) Trecho 3, Lotes 4/6, Bloco 4, 2º andar, Brasília-DF;Estadual
530010;BRASÍLIA;DF;1ª  Promotoria de Justiça Criminal e Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica ou Familiar de Brazlândia;Fórum Desembargador Márcio Ribeiro - Área Especial 4, Rua 10, Lote 4, Edifício Fórum, Setor Tradicional, Brazlândia-DF;Estadual
530010;BRASÍLIA;DF;2ª Promotoria de Justiça Criminal e Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica ou Familiar de Brazlândia;Fórum Desembargador Márcio Ribeiro - Área Especial 4, Rua 10, Lote 4, Edifício Fórum, Setor Tradicional, Brazlândia-DF;Estadual
530010;BRASÍLIA;DF;1ª Promotoria de Justiça de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Ceilândia;QNM 11, Lotes 1 e 2, Centro Urbano, Ceilândia-DF;Estadual
530010;BRASÍLIA;DF;2ª Promotoria de Justiça de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Ceilândia;QNM 11, Lotes 1 e 2, Centro Urbano, Ceilândia-DF;Estadual
530010;BRASÍLIA;DF; 3ª Promotoria de Justiça de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Ceilândia;QNM 11, Lotes 1 e 2, Centro Urbano, Ceilândia-DF;Estadual
530010;BRASÍLIA;DF; 4ª Promotoria de Justiça de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Ceilândia;QNM 11, Lotes 1 e 2, Centro Urbano, Ceilândia-DF;Estadual
530010;BRASÍLIA;DF; 5ª Promotoria de Justiça de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Ceilândia;QNM 11, Lotes 1 e 2, Centro Urbano, Ceilândia-DF;Estadual
530010;BRASÍLIA;DF;1ª  Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar;Quadra 1, Lotes 860, 880 e 900, Setor Industrial Leste, Gama-DF;Estadual
530010;BRASÍLIA;DF; 2ª  Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar;Quadra 1, Lotes 860, 880 e 900, Setor Industrial Leste, Gama-DF;Estadual
530010;BRASÍLIA;DF; 3ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar;Quadra 1, Lotes 860, 880 e 900, Setor Industrial Leste, Gama-DF;Estadual
530010;BRASÍLIA;DF;1ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica do Núcleo Bandeirante;Quadra 03, Conjunto B, Lotes 2/4 - Setor de Indústrias Bernardo Sayão;Estadual
530010;BRASÍLIA;DF; 2ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica do Núcleo Bandeirante;Quadra 03, Conjunto B, Lotes 2/4 - Setor de Indústrias Bernardo Sayão;Estadual
530010;BRASÍLIA;DF;1ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica do Paranoá;Quadra 4, Conjunto B, Lote 1, Grandes Áreas, Paranoá-DF;Estadual
530010;BRASÍLIA;DF; 2ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica do Paranoá;Quadra 4, Conjunto B, Lote 1, Grandes Áreas, Paranoá-DF;Estadual
530010;BRASÍLIA;DF;1ª  Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Planaltina;Área Especial Norte 10 -A, Setor Administrativo, Planaltina-DF;Estadual
530010;BRASÍLIA;DF; 2ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Planaltina;Área Especial Norte 10 -A, Setor Administrativo, Planaltina-DF;Estadual
530010;BRASÍLIA;DF; 3ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Planaltina;Área Especial Norte 10 -A, Setor Administrativo, Planaltina-DF;Estadual
530010;BRASÍLIA;DF;1ª  Promotorias Especiais Criminais e de Defesa da Mulher em Situação de Violência Doméstica e Família do Riacho Fundo;Riacho Fundo está localizada na CLN 5, Bloco B, Lote 5, Riacho Fundo I-DF;Estadual
530010;BRASÍLIA;DF; 2ª Promotorias Especiais Criminais e de Defesa da Mulher em Situação de Violência Doméstica e Família do Riacho Fundo;Riacho Fundo está localizada na CLN 5, Bloco B, Lote 5, Riacho Fundo I-DF;Estadual
530010;BRASÍLIA;DF;1ª  Promotorias de Justiça Especiais Criminais e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Samambaia;Quadra 302, Conjunto 1, Lote 2, Samambaia-DF;Estadual
530010;BRASÍLIA;DF; 2ª Promotorias de Justiça Especiais Criminais e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Samambaia;Quadra 302, Conjunto 1, Lote 2, Samambaia-DF;Estadual
530010;BRASÍLIA;DF; 3ª Promotorias de Justiça Especiais Criminais e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Samambaia;Quadra 302, Conjunto 1, Lote 2, Samambaia-DF;Estadual
530010;BRASÍLIA;DF;4ª  Promotorias de Justiça Especiais Criminais e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Samambaia;Quadra 302, Conjunto 1, Lote 2, Samambaia-DF;Estadual
530010;BRASÍLIA;DF;5ª Promotorias de Justiça Especiais Criminais e de Defesa da Mulher em Situação de Violência Doméstica e Familiar de Samambaia;Quadra 302, Conjunto 1, Lote 2, Samambaia-DF;Estadual
530010;BRASÍLIA;DF;1ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica de Santa Maria;QR 211, Conjunto A, Lote 14, Santa Maria-DF;Estadual
530010;BRASÍLIA;DF;2ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica de Santa Maria;QR 211, Conjunto A, Lote 14, Santa Maria-DF;Estadual
530010;BRASÍLIA;DF;3ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica de Santa Maria;QR 211, Conjunto A, Lote 14, Santa Maria-DF;Estadual
530010;BRASÍLIA;DF;"1ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica de São Sebastião;";Avenida Comercial, Lote 1151, Setor Tradicional, São Sebastião-DF.;Estadual
530010;BRASÍLIA;DF;"2ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica de São Sebastião;";Avenida Comercial, Lote 1151, Setor Tradicional, São Sebastião-DF.;Estadual
530010;BRASÍLIA;DF;1ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar;Quadra Central, Bloco 7, Edifício Sylvia, Térreo, 2º e 3º pavimentos, Sobradinho-DF.;Estadual
530010;BRASÍLIA;DF;2ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar;Quadra Central, Bloco 7, Edifício Sylvia, Térreo, 2º e 3º pavimentos, Sobradinho-DF.;Estadual
530010;BRASÍLIA;DF;3ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar;Quadra Central, Bloco 7, Edifício Sylvia, Térreo, 2º e 3º pavimentos, Sobradinho-DF.;Estadual
530010;BRASÍLIA;DF; 4ª Promotoria de Justiça Especial Criminal e de Defesa da Mulher em Situação de Violência Doméstica e Familiar;Quadra Central, Bloco 7, Edifício Sylvia, Térreo, 2º e 3º pavimentos, Sobradinho-DF.;Estadual
320530;VITÓRIA;ES;                                                                                                                                                                                                          Núcleo de Enfrentamento da Violência Doméstica Contra a Mulher (NEVID) - Vitória ;Rua Procurador Antonio Benedicto Amâncio Pereira, nº 121 -  2º Andar  - Sala 204 - Edifício Promotor Edson Machado ;Estadual
320530;VITÓRIA;ES;Promotoria de Justiça da Mulher - Vitória;Avenida Maruípe n° 2544 - Bloco B;Estadual
520870;GOIÂNIA;GO;63ª Promotoria de Justiça dos Direitos da Mulher - Goiânia;Rua 23, Esquina com a Avenida Fued José Sebba, Edifício Sede, Sala 230, Quadra A6, Lote 15/24 ;Estadual
520870;GOIÂNIA;GO;71ª Promotoria de Justiça dos Direitos da Mulher - Goiânia;Rua 23, Esquina com a Avenida Fued José Sebba, Edifício Sede, Sala 230, Quadra A6, Lote 15/24 ;Estadual
521250;LUZIÂNIA;GO;6ª Promotoria de Justiça de Defesa dos Direitos da Mulher - Luziânia  ;Avenida Neilor Rolin, Lote 7B - Referência: antiga Sara Kubitscheck;Estadual
211130;SÃO LUÍS;MA;21ª Promotoria de Justiça Especializada na Defesa da Mulher – São Luis ;Rua dos Pinheiros, Quadra 16, Nº 15 ;Estadual
211130;SÃO LUÍS;MA;22ª Promotoria de Justiça Especializada na Defesa da Mulher - São Luís ;Rua dos Pinheiros, Quadra 16, nº 15  ;Estadual
310620;BELO HORIZONTE;MG;18ª Promotoria Especializada no Combate à Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte;Avenida  Álvares Cabral 1881;Estadual
500270;CAMPO GRANDE;MS;47ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande;Rua da Paz, n° 134;Estadual
500270;CAMPO GRANDE;MS;48ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande;Rua da Paz, n° 134;Estadual
500270;CAMPO GRANDE;MS;65ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande;Avenida Ricardo Brandão, nº 232;Estadual
500270;CAMPO GRANDE;MS;66ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande;Rua da Paz, n° 134;Estadual
