"CÓDIGO DO
IBGE";MUNICÍPIO;UF;NOME DA UNIDADE;ENDEREÇO ;RESPONSÁVEL
410430;CAMPO MOURÃO;PR;Delegacia Especializada de atendimento à  Mulher (DEAM) - Campo Mourão;Avenida Manoel Mendes de Camargo, nº 230;Estadual
412770;TOLEDO;PR;Delegacia da Mulher (DM) - Toledo  ;Rua Doutor Cyro Fernandes do Lago, nº 251 - Referência : Dependências do 1º Distrito Policial de Toledo;Estadual
412810;UMUARAMA;PR;Delegacia Especializada de atendimento à  Mulher (DEAM) - Umuarama;Rua Japurá 3358       ;Estadual
410830;FOZ DO IGUAÇU;PR;Sessão de Atendimento a Mulher - Delegacia da Mulher e do Turista- Foz do Iguaçu;Avenida Brasil, nº 1374;Estadual
411820;PARANAGUÁ;PR;Seção de Atendimento a Mulher - Cartório de Atendimento a Mulher - 1ª Subdivisão Policial - Paranaguá  ; Rua Vieira dos Santos, nº 200 ;Estadual
410420;CAMPO LARGO;PR;Seção de Atendimento a Mulher - Delegacia Especializada de Atendimento à Mulher, Idoso e Criança (DEAMIC) - Campo Largo;Rua Joanim Stroparo, N° 786;Estadual
410940;GARAPUAVA;PR;Delegacia da Mulher (DM) - Guarapuava  ;Rua Guaíra, nº 4284 ;Estadual
411990;PONTA GROSSA;PR;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ponta Grossa;Rua Sete de Setembro, nº 1618;Estadual
410480;CASCAVEL;PR;Delegacia Especializada de atendimento à Mulher (DEAM) - Cascavel ; Rua Bandeira, nº 1301;Estadual
410040;ALMIRANTE TAMANDARÉ;PR;Delegacia Especializada de Atendimento a Mulher (DEAM) - Almirante Tamandaré     ;Rua Coronel João Cândido de Oliveira, nº 333;Estadual
410180;ARAUCÁRIA;PR;Seção de Atendimento a Mulher - Delegacia Especializada da Mulher e do Adolescente (DEMA) - Araucária;Rua Honestalio Guimarães nº 106;Estadual
330350;NOVA IGUAÇU;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Nova Iguaçu;Avenida Governador Amaral Peixoto, nº 950 - 3º Andar  Referência: Atrás da Rodoviária de Nova Iguaçu;Estadual
330510;SÃO JOÃO DO MERITI;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - São João de Meriti  ;Avenida Doutor Arruda Negreiros, s/nº ;Estadual
330170;DUQUE DE CAXIAS;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Duque de Caxias;Avenida Brigadeiro Lima e Silva, nº 1204 ;Estadual
330455;RIO DE JANEIRO;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Jacarepaguá - Rio de Janeiro ;Rua Henriqueta, nº 197;Estadual
330455;RIO DE JANEIRO;RJ;Delegacia especializada de atendimento à mulher (DEAM) Campo Grande - Rio de Janeiro  ; Avenida Cesário de Melo, nº 4138 Referência: Próximo ao Cemitério de Campo Grande;Estadual
330455;RIO DE JANEIRO;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Centro - Rio de Janeiro  ;Rua Visconde do Rio Branco, nº 12 Referência: Perto da Praça Tiradentes;Estadual
330630;VOLTA REDONDA;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Volta Redonda  ;Avenida Lucas Evangelista, nº 667 3º Andar;Estadual
330340;NOVA FRIBURGO;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Nova Friburgo ;Avenida Presidente Costa e Silva, nº 1501;Estadual
330045;BELFORD ROXO;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Belford Roxo  ;Alameda Retiro da Imprensa, nº 800 ;Estadual
330490;SÃO GONÇALO;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - São Gonçalo  ;Avenida 18 do forte 578;Estadual
330240;MACAÉ;RJ;Núcleo de Atendimento à Mulher - 123ª Delegacia de Polícia Civil - Macaé  ;Rua São João, nº 35;Estadual
330390;PETRÓPOLIS;RJ;Núcleo de Atendimento a Mulher (NUAM) - 105ª Delegacia de Polícia Civil - Petrópolis ;Avenida Barão do Rio Branco, s/nº;Estadual
330330;NITERÓI;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Niterói  ;Avenida Ernani do Amaral Peixoto, nº 577;Estadual
330040;BARRA MANSA;RJ;Núcleo de Atendimento a Mulher (NUAM) - 90ª Delegacia de Polícia Civil - Barra Mansa;Rua Domingos Mariano s/nº;Estadual
330580;TERESÓPOLIS;RJ; Núcleo de Acolhimento à Mulher Vítima de Violência (NAM) - Teresópolis;Avenida Lucio Meira, nº 357 – Referencia: Antigo fórum;Estadual
330100;CAMPOS DOS GOYTACAZES;RJ;Delegacia Especializada de Atendimento a Mulher – Campos dos Goytacazes;Rua Barão de Miracema, nº 231  - Referência : no mesmo prédio da 134º Delegacia ;Estadual
330070;CABO FRIO;RJ;Delegacia Especializada de Atendimento à Mulher (DEAM) - Cabo Frio;Rua Teixeira e Souza, s/nº ;Estadual
330020;ARARUAMA;RJ;Núcleo de Atendimento as Mulheres (NUAM) -118º Delegacia de Polícia Civil - Araruama ;Rua Pasteur s/nº  - Referência : funciona dentro da 118ª Delegacia de Polícia ;Estadual
330550;SAQUAREMA;RJ;Núcleo de Atendimento às Mulheres – 124ª Delegacia de Polícia -  Saquarema;Rua Doutor  Luiz Januário, nº 201 - Funciona dentro da 124º Delegacia de Policia ;Estadual
240200;CAICÓ;RN;Delegacia Especializada de Atendimento à Mulher (DEAM) - Caicó;Rua Manoel Avelino da Costa, nº 26;Estadual
240800;MOSSORÓ;RN;Delegacia Especializada de Atendimento à Mulher (DEAM) - Mossoró  ;Rua Julita Gomes Sena, nº 241;Estadual
240325;PARNAMIRIM;RN;Delegacia Especializada de Atendimento à Mulher (DEAM) - Parnamirim ;Rua Sub Oficial Farias, nº 1487;Estadual
240810;NATAL;RN;Delegacia Especializada de Atendimento à Mulher (DEAM) Potengi - Natal;Avenida Doutor João Medeiros Filho, s/nº ;Estadual
240810;NATAL;RN;Delegacia Especializada de Atendimento à Mulher (DEAM) Ribeira - Natal;Rua Frei Miguelinho, nº 109;Estadual
110002;ARIQUEMES;RO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ariquemes  ;Travessa Cassiterita, nº 1429  ;Estadual
110004;CACOAL;RO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Cacoal  ;Rua Inderval José Brasil, nº 510  ;Estadual
110010;GUAJARÁ-MIRIM;RO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Guajará-Mirim;Avenida Antônio Corrêa da Costa, nº 842 ;Estadual
110028;ROLIM DE MOURA;RO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Rolim de Moura ;Avenida Norte Sul, nº 4550  ;Estadual
110020;PORTO VELHO;RO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Porto Velho  ;Rua Euclides da Cunha nº 7818 Complemento: Esquina com Avenida 7 de Setembro;Estadual
110012;JI-PARANÁ;RO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ji-Paraná  ;Rua 22 de Novembro, nº 41 ;Estadual
110030;VILHENA;RO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Vilhena  ;Avenida Paraná, nº 2141  ;Estadual
140010;BOA VISTA;RR;Delegacia Especializada de Atendimento à Mulher (DEAM) - Boa Vista ;Rua Lindolfo Bernardo Coutinho, nº 1451 – Referência: Próximo a Escola Tancredo Neves ;Estadual
432190;TRÊS PASSOS;RS;Posto Policial para Mulher – Delegacia de Polícia - Três Passos;Rua Miraguaí, n° 660 ;Estadual
430760;ESTÂNCIA VELHA;RS;Cartório de Atendimento à Mulher - Delegacia de Polícia - Estância Velha;Avenida Brasil, nº 1110 ;Estadual
430040;ALEGRETE;RS;Posto Policial para Mulher – 1ª Delegacia de Polícia - Alegrete;Rua Visconde de Tamandaré, n° 363 ;Estadual
430060;ALVORADA;RS;Delegacia Especializada de Atendimento à Mulher (DEAM) - Alvorada;Rua Salgado Filho, nº 215;Estadual
430210;BENTO GONÇALVES;RS;Delegacia Especializada de Atendimento à Mulher (DEAM) - Bento Gonçalves;Rua Marechal Floriano, nº 142, Subsolo;Estadual
433550;CAMAQUÃ;RS;Posto Policial para a Mulher – Delegacia de Polícia - Camaquã ;Rua Professora Luiza Maraninche, n° 475;Estadual
430420;CANDELÁRIA;RS;Cartório de Atendimento à Mulher – Delegacia de Polícia - Candelária;Rua Botucaraí, nº 955 ;Estadual
431370;PALMEIRA DAS MISSÕES;RS;Posto Policial para Mulher – Delegacia de Polícia - Palmeiras das Missões;Rua Marechal Floriano, nº 846 ;Estadual
431750;SANTO ÂNGELO;RS;Posto Policial para Mulher - Delegacia de proteção à criança e adolescente - Santo Ângelo;Rua Antunes Ribas, nº 3609 ;Estadual
432000;SAPUCAIA DO SUL;RS;Posto Policial para Mulher – 1ª Delegacia de Polícia - Sapucaia do Sul;Rua Barão do Rio Branco, nº 378 ;Estadual
432070;SOBRADINHO;RS;Posto Policial para Mulher –  Delegacia de Polícia - Sobradinho;Rua Independência, nº 447;Estadual
432250;VACARIA;RS;Posto Policial para a Mulher – Delegacia de Pronto Atendimento (DPPA) - Vacaria;Rua Major Flamino Moreira, nº 72 ;Estadual
430300;CACHOEIRA DO SUL;RS;Posto Policial para Mulher – 1ª Delegacia de Polícia - Cachoeira do Sul;Rua Izidoro Neves da Fontoura, n° 550 ;Estadual
430610;CRUZ ALTA;RS;Delegacia Especializada no Atendimento à Mulher (DEAM) - Cruz Alta;Rua Coronel José Gabriel, n° 21 ;Estadual
430700;ERECHIM;RS;Delegacia de Polícia Especializada no Atendimento à Mulher (DEAM) - Erechim  ;Rua Flores da Cunha, nº 91 ;Estadual
430930;GUAÍBA;RS;Posto Policial para a Mulher – 1ª Delegacia de Polícia - Guaíba;Rua José Montauri, nº 60 ;Estadual
431000;IBIRUBÁ;RS;Posto Policial de Atendimento à Mulher – Delegacia de Polícia - Ibirubá;Rua Mérito, nº 666;Estadual
430460;CANOAS;RS;Delegacia de Polícia Especializada no Atendimento à Mulher (DEAM) - Canoas;Rua Humaitá n° 1120 ;Estadual
430510;CAXIAS DO SUL;RS;Delegacia de Polícia Especializada no Atendimento à Mulher (DEAM) - Caxias do Sul;Rua Doutor Montaury, n° 1387, 1º Andar ;Estadual
431140;LAJEADO;RS;Delegacia de Polícia Especializada de Atendimento à Mulher (DEAM) – Lajeado ;Rua João Batista de Melo, nº 509 ;Estadual
431240;MONTENEGRO;RS;Posto da Mulher - 01ª Delegacia de Polícia - Montenegro;Rua José Luiz, nº 1030 ;Estadual
431340;NOVO HAMBURGO;RS;Delegacia de Policia Especializada no Atendimento a Mulher - (DEAM) - Novo Hamburgo;Rua Júlio de Castilhos, n° 806 ;Estadual
431410;PASSO FUNDO;RS;Delegacia de Polícia Especializada no Atendimento à Mulher (DEAM) - Passo Fundo;Avenida Doutor Cézar Santos, n° 160;Estadual
431350;OSÓRIO;RS;Cartório Especializado de Atendimento à Mulher - 01ª Delegacia de Polícia - Osório;Avenida Jorge Dariva, nº 1427;Estadual
430160;BAGÉ;RS;Delegacia de Polícia Especializada de Atendimento à Mulher (DEAM) - Bagé;Avenida 7 de Setembro, nº 634 ;Estadual
430770;ESTEIO;RS;Posto de Atendimento à Vítima Mulher – Delegacia de Polícia - Esteio;Avenida Presidente Vargas, n° 1142-Referência: Funciona na Delegacia de Polícia ;Estadual
430860;GARIBALDI;RS;Cartório Especializado da Mulher – Delegacia de Polícia Civil - Garibaldi;Avenida Perimetral n° 1113 ;Estadual
431560;RIO GRANDE;RS;Delegacia de Polícia Especializada de Atendimento à Mulher (DEAM) - Rio Grande;Rua Almirante Barroso, nº 142 ;Estadual
431440;PELOTAS;RS;Delegacia de Polícia Especializada no Atendimento à Mulher (DEAM) - Pelotas;Rua Barros Cassal, n° 516, Térreo ;Estadual
431480;PORTÃO;RS;Cartório de Atendimento à Mulher - Delegacia de Polícia - Portão;Rua 09 de Outubro, nº 286;Estadual
431680;SANTA CRUZ DO SUL;RS;Delegacia Especializada de Atendimento à Mulher (DEAM) - Santa Cruz do Sul;Rua João Werlang, n° 569;Estadual
431710;SANTANA DO LIVRAMENTO;RS;Cartório de Atendimento à Mulher – Delegacia de Polícia - Santana do Livramento;Rua Silveira Martins, nº 294;Estadual
432240;URUGUAIANA;RS;Delegacia Especializada de Atendimento à Mulher (DEAM) - Uruguaiana;Avenida Presidente Getúlio Vargas, n° 3905 3º Andar;Estadual
431130;LAGOA VERMELHA;RS;Posto Policial para a Mulher - Delegacia de Polícia - Lagoa Vermelha;Rua Alexandre Pato, n° 220 ;Estadual
430920;GRAVATAÍ;RS;Delegacia Especializada no Atendimento à Mulher - Gravataí;Rua Eli Correa - RS 030, nº 1013;Estadual
431020;IJUÍ;RS;Delegacia de Polícia Especializada no Atendimento à Mulher (DEAM) - Ijuí  ;Avenida Coronel Dico, n° 747 - 2° andar ;Estadual
431890;SÃO LUIZ GONZAGA;RS;Posto Policial para Mulher – Delegacia de Proteção à Criança e ao Adolescente - São Luiz Gonzaga ;Rua Borges de Medeiros, nº 2208 ;Estadual
431870;SÃO LEOPOLDO;RS;Cartório de Atendimento à Mulher - 2ª Delegacia de Polícia - São Leopoldo;Avenida Coronel Atalibio Taurino Rezende, n° 829 ;Estadual
430470;CARAZINHO;RS;Posto Policial para Mulher – Delegacia de Polícia - Carazinho;Avenida Flores da Cunha, n° 532;Estadual
431870;SÃO LEOPOLDO;RS;Cartório de Atendimento à Mulher - 1ª Delegacia de Polícia - São Leopoldo;Rua Pandiá Calógera, nº 156 ;Estadual
431690;SANTA MARIA;RS;Delegacia de Polícia Especializada de Atendimento à Mulher (DEAM) - Santa Maria;Rua Duque de Caxias, nº 1169 - Referência: Em frente à Praça Saturnino de Brito;Estadual
431490;PORTO ALEGRE;RS;Delegacia Especializada de Atendimento a Mulher (DEAM) - Porto Alegre;Avenida João Pessoa, n° 2050 - Referência: No Palácio da Polícia;Estadual
431405;PAROBÉ;RS;Posto Policial de Atendimento à Mulher - Delegacia de Polícia - Parobé;Rua Pedro Arnold, n° 615 - Referência: Próximo ao Cemitério;Estadual
432160;TRAMANDAÍ;RS;Posto Policial da Mulher – Delegacia de Polícia - Tramandaí;Rua 12 de Abril, nº 213 ;Estadual
431990;SAPIRANGA;RS;Cartório da Mulher - Sapiranga;Avenida João Corrêa, n° 1766 ;Estadual
430280;CAÇAPAVA DO SUL;RS;Posto Policial para Mulher - Delegacia de Polícia - Caçapava do Sul;Rua Alter Cintra de Oliveira, n° 130;Estadual
431720;SANTA ROSA;RS;Delegacia Especializada no Atendimento à Mulher (DEAM) - Santa Rosa;Rua Palmeira, nº 229 - 10º região policial  (Funciona no Prédio da Central de Policia);Estadual
431740;SANTIAGO;RS;Posto Policial da Mulher - Santiago;Rua Barão do Ladário, n° 1476 - Referência : Fica dentro da delegacia de polícia;Estadual
430440;CANELA;RS;Posto Policial para Mulher - Delegacia de Polícia - Canela;Rua Osvaldo Aranha, n° 485 - Sala 01 - Referência: Prédio da Receita Federal;Estadual
432150;TORRES;RS;Posto Policial para Mulher - Torres  ;Rua Manoel de Matos Pereira, nº 138 - Referência: Em frente a Praça Getulio Vargas ;Estadual
420200;BALNEÁRIO CAMBORIÚ;SC;Seção de Atendimento à Mulher-Delegacia de Proteção à Criança, Adolescente, Mulher e ao Idoso (DPCAMI) - Balneário Camboriú;Avenida Marginal Oeste, Esquerda com a Rua Anitápolis;Estadual
420460;CRICIÚMA;SC;Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Criciúma;Rua Almirante Barroso, n° 850;Estadual
421360;PORTO UNIÃO;SC;Delegacia de Proteção à Criança, ao Adolescente, Mulher e Idoso (DPCAMI) - Porto União;Rua Fernando Machado, nº 50;Estadual
421480;RIO DO SUL;SC;Seção de Atendimento à Mulher-Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - Rio do Sul;Rua Bulcão Viana, n° 292;Estadual
420820;ITAJAÍ;SC;Seção de Atendimento à Mulher-Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Itajaí;Rua Brusque, n° 700;Estadual
421580;SÃO BENTO DO SUL;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - São Bento do Sul;Rua Jorge Zipperer, n° 544;Estadual
420300;CAÇADOR;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - Caçador;Rua Anita Garibaldi, n° 425;Estadual
420480;CURITIBANOS;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - Curitibanos;Rua Guerino Fontana, n° 128;Estadual
420890;JARAGUÁ DO SUL;SC;Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso (DPCAMI) - Jaraguá do Sul;Rua Martin Sthal, nº 507;Estadual
421190;PALHOÇA;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, ao Adolescente, Mulher e Idoso (DPCAMI) - Palhoça;Rua Monza, nº 484, loteamento Pagani;Estadual
420140;ARARANGUÁ;SC;Seção de Atendimento à Mulher-Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - Araranguá;Rua Regimento Barriga Verde, n° 800;Estadual
421870;TUBARÃO;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e ao Idoso (DPCAMI) - Tubarão;Avenida Marcolino Martins Cabral, n° 1728 ;Estadual
420240;BLUMENAU;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Blumenau;Rua Jacó Brueckheimer, n° 326;Estadual
421930;VIDEIRA;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - Videira;Rua Padre Anchieta, n° 67;Estadual
421650;SÃO JOAQUIM;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - São Joaquim;Avenida Assis Martorano, s/nº;Estadual
420420;CHAPECÓ;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Chapecó;Rua Assis Brasil, nº 140E;Estadual
420900;JOAÇABA;SC;Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Joaçaba;Rua Tiradentes, nº 84, Fundos;Estadual
420540;FLORIANÓPOLIS;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e ao Idoso (DPCAMI) - Florianópolis;Rua Delminda da Silveira, n° 811 ;Estadual
420850;ITUPORANGA;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - Ituporanga;Rua Joaquim Boeing, nº 123;Estadual
421720;SÃO MIGUEL DO OESTE;SC;Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso de Fronteira (DPCAMI) - São Miguel do Oeste;Rua Waldemar Rangrab, n° 569;Estadual
420910;JOINVILLE;SC;Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Joinville;Rua Doutor Plácido Olimpio de Oliveira, n° 843;Estadual
420360;CAMPOS NOVOS;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso (DPCAMI) - Campos Novos;Rua Nereu Ramos, nº 1068;Estadual
420290;BRUSQUE;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, ao Adolescente, à Mulher e ao Idoso (DPCAMI) - Brusque;Rua do Convento, n° 49 ;Estadual
421010;MAFRA;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, ao Adolescente, Mulher e Idoso (DPCAMI) - Mafra;Rua São João, nº 37, fundos - Referência: Prédio da 9ª Delegacia Regional de Polícia de Mafra;Estadual
421660;SÃO JOSÉ;SC;Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - São José;Rua Ademar da Silva, n° 1135;Estadual
420430;CONCÓRDIA;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, Adolescente, Mulher e Idoso (DPCAMI) - Concórdia;Rua Anita Garibaldi, nº 199;Estadual
420930;LAGES;SC;Seção de Atendimento à Mulher-Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Lages;Rua Cruz de Sousa, nº 65;Estadual
420380;CANOINHAS;SC;Seção de Atendimento à Mulher - Delegacia de Proteção à Criança, ao Adolescente, a Mulher e ao Idoso (DPCAMI) - Canoinhas;Rua Emilio Scholtz, nº 1212;Estadual
280030;ARACAJU;SE;Seção de Atendimento à Mulher - Departamento de Grupos Vulneráveis (DAGV) - Aracaju  ;Rua Itabaiana, nº 258 ;Estadual
280210;ESTÂNCIA;SE;Seção de Atendimento à Mulher - Delegacia Especial de Atendimento a Grupos Vulneráveis (DEAGV) - Estância  ;  Rua Cachoeira, nº 1115 ;Estadual
280480;NOSSA SENHORA DO SOCORRO;SE;Seção de Atendimento à Mulher - Delegacia de Grupos Vulneráveis (DAGV) - Nossa Senhora do Socorro  ;Rua 15, s/nº ;Estadual
280290;ITABAIANA;SE; Seção de Atendimento à Mulher - Delegacia de Atendimento a Grupos Vulneráveis (DAGV) - Itabaiana  ;Rua Vereador Olimpio Grande, nº 177  ;Estadual
280350;LAGARTO;SE;Seção de Atendimento à Mulher - Delegacia Atendimento a Grupos Vulneráveis (DAGV) - Lagarto;"Rua Limoeiro, s/nº - Referência: em frente à Adeso  
";Estadual
354140;PRESIDENTE PRUDENTE;SP;Delegacia de Defesa da Mulher (DDM) - Presidente Prudente;"Rua José Dias Cintra, nº 149

";Estadual
355160;SERRA NEGRA;SP;Delegacia de Defesa da Mulher (DDM) - Serra Negra  ;Rua José Maria Franco de Godoy, nº 51;Estadual
355030;SÃO PAULO;SP;1ª Delegacia de Defesa da Mulher (DDM) Centro - São Paulo ;"Rua Doutor Bittencourt Rodrigues N° 200
Referência: Praça da Sé";Estadual
351300;COTIA;SP;Delegacia de Defesa da Mulher (DDM) - Cotia  ;Rua Turmalina, nº 99;Estadual
353930;PIRASSUNUNGA;SP;Delegacia de Defesa da Mulher (DDM) - Pirassununga  ;Rua Duque de Caxias, nº 1140 e 1142;Estadual
351340;CRUZEIRO;SP;Delegacia de Defesa da Mulher (DDM) - Cruzeiro  ;Avenida Nesralla Rubez, nº 993 ;Estadual
354100;PRAIA GRANDE;SP;Delegacia de Defesa da Mulher (DDM) - Praia Grande  ;Avenida Doutor Roberto de Almeida Vinhas, nº 11084, Fundos;Estadual
352930;MATÃO;SP;Delegacia de Defesa da Mulher (DDM) - Matão;Rua Afonso Maccagnan, nº 630;Estadual
352940;MAUÁ;SP;Delegacia de Defesa da Mulher (DDM) – Mauá;Rua General Osório, nº 365;Estadual
355030;SÃO PAULO;SP;3ª Delegacia de Defesa da Mulher (DDM) Jaguaré - Zona Oeste - São Paulo ;Avenida Corifeu de Azevedo Marques, nº 4300, 2º Andar ;Estadual
355030;SÃO PAULO;SP;5ª Delegacia de Defesa da Mulher (DDM) Parque São Jorge - Zona Leste - São Paulo;Avenida Doutor Corintho Baldoíno Costa, nº 400 , 2º Andar;Estadual
353030;MIRASSOL;SP;Delegacia de Defesa da Mulher (DDM) - Mirassol;Rua Benjamin Constant, nº 2405;Estadual
355030;SÃO PAULO;SP;4ª Delegacia de Defesa da Mulher (DDM) Freguesia do Ó - Zona Norte - São Paulo ;Avenida Itaberaba, nº 731, 1º andar;Estadual
351350;CUBATÃO;SP;Delegacia de Defesa da Mulher (DDM) - Cubatão;Avenida Brasil, nº 384;Estadual
353060;MOJI DAS CRUZES;SP;Delegacia de Defesa da Mulher (DDM) - Mogi das Cruzes  ;Rua Professor Flaviano de Melo, nº 244;Estadual
351440;DRACENA;SP;Delegacia de Defesa da Mulher (DDM) - Dracena  ;Rua Thomé de Souza, nº 501;Estadual
351500;EMBU;SP;Delegacia de Defesa da Mulher (DDM) - Embu das Artes  ;Rua Belo Horizonte, nº 289;Estadual
353070;MOGI GUAÇU;SP;Delegacia de Defesa da Mulher (DDM) - Mogi Guaçu;Avenida 9 de Abril, nº 842;Estadual
353080;MOJI MIRIM;SP;Delegacia de Defesa da Mulher (DDM) - Mogi Mirim;Avenida Doutor Jorge Tibiriçá, nº 342;Estadual
350760;BRAGANÇA PAULISTA;SP;Delegacia de Defesa da Mulher (DDM) - Bragança Paulista ;Rua Santa Clara, nº 101 ;Estadual
351380;DIADEMA;SP;Delegacia de Defesa da Mulher (DDM) - Diadema  ;Rua Santa Rita de Cássia, nº 42;Estadual
351550;FERNANDÓPOLIS;SP;Delegacia de Defesa da Mulher (DDM) - Fernandópolis  ;Rua Maria Batista, nº 189;Estadual
351620;FRANCA;SP;Delegacia de Defesa da Mulher (DDM) - Franca  ;Avenida Doutor Hélio Palermo, nº 3612;Estadual
351630;FRANCISCO MORATO;SP;Delegacia de Defesa da Mulher (DDM) - Francisco Morato  ;Rua 21 de Março, nº 200;Estadual
351670;GARÇA;SP;Delegacia de Defesa da Mulher (DDM) - Garça  ;Praça José Antônio de Carvalho, nº 305;Estadual
351740;GUAÍRA;SP;Delegacia de Defesa da Mulher (DDM) - Guaíra  ;Rua 26 s/nº, Entre as Avenidas 19 e 21;Estadual
351870;GUARUJÁ;SP;Delegacia de Defesa da Mulher (DDM) - Guarujá  ;Avenida Pugliesi, nº 656;Estadual
351880;GUARULHOS;SP;Delegacia de Defesa da Mulher (DDM) - Guarulhos  ;Rua Mena, nº 329;Estadual
353130;MONTE ALTO;SP;Delegacia de Defesa da Mulher (DDM) - Monte Alto;Rua Gustavo Godoy, nº 426;Estadual
353140;MONTE APRAZÍVEL;SP;Delegacia de Defesa da Mulher (DDM) - Monte Aprazível  ;Rua Dom Pedro I, nº 475;Estadual
353390;OLÍMPIA;SP;Delegacia de Defesa da Mulher (DDM) - Olímpia  ;Rua David de Oliveira, nº 353;Estadual
353440;OSASCO;SP;Delegacia de Defesa da Mulher (DDM) - Osasco  ;Rua Eloy Candido Lopes, nº 302;Estadual
353460;OSVALDO CRUZ;SP;Delegacia de Defesa da Mulher (DDM) - Osvaldo Cruz;Avenida Brasil, nº 88;Estadual
353550;PARAGUAÇU PAULISTA;SP;Delegacia de Defesa da Mulher (DDM) - Paraguaçu Paulista;Rua Caramuru, nº 329;Estadual
353470;OURINHOS;SP;Delegacia de Defesa da Mulher (DDM) - Ourinhos;Rua Aristides Lau Sampaio, nº 159;Estadual
353730;PENÁPOLIS;SP;Delegacia de Defesa da Mulher (DDM) - Penápolis;Rua Altino Vaz de Melo, nº 122;Estadual
353740;PEREIRA BARRETO;SP;Delegacia de Defesa da Mulher (DDM) - Pereira Barreto;Rua Francisca Senhorinha Carneiro, nº 1456;Estadual
353800;PINDAMONHANGABA;SP;Delegacia de Defesa da Mulher (DDM) - Pindamonhangaba;Avenida Doutor Gustavo de Godoy, nº 409;Estadual
354130;PRESIDENTE EPITÁCIO;SP;Delegacia de Defesa da Mulher (DDM) - Presidente Epitácio;Rua João Pepino, nº 269;Estadual
355030;SÃO PAULO;SP;9ª Delegacia de Defesa da Mulher (DDM) Pirituba - Zona Oeste - São Paulo ;Avenida Menotti Laudisio, nº 286 , 2º Andar - ;Estadual
350010;ADAMANTINA;SP;Delegacia de Defesa da Mulher (DDM) - Adamantina;Alameda Santa Cruz, nº 1171;Estadual
350210;ANDRADINA;SP;Delegacia de Defesa da Mulher (DDM) - Andradina  ; Rua José Augusto de Carvalho, nº 1653;Estadual
354150;PRESIDENTE VENCESLAU;SP;Delegacia de Defesa da Mulher (DDM) - Presidente Venceslau  ;Avenida Dom Pedro II, nº 741;Estadual
354260;REGISTRO;SP;Delegacia de Defesa da Mulher (DDM) - Registro;Avenida Clara Gianotti de Souza, nº 1051;Estadual
